Centro de Distribuição;-25.4358006;-49.2580013
São João Del Rey;-25.5376104;-49.2732949
Waldemar Monastier;-25.4974949;-49.2274042
Bacacheri;-25.4007554;-49.2395827
Cajuru;-25.4521997;-49.2176676
São Miguel;-25.480256;-49.3367166
Mãe Curitiba;-25.4265126;-49.277232
Fanny Lindóia;-25.478728;-49.272733
Santa Quitéria 1;-25.4618567;-49.3166798
Bom Pastor;-25.4136072;-49.3014023
Santa Rita;-25.5662576;-49.3334734
